Id,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence
1699,3,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,4,2,3,3,3,0,0
115,4,3,3,7,5,3,3,4,3,1,6,1,3,5,3,8,3,1,3,3,3,0,3
1998,4,3,3,7,8,3,4,3,3,1,1,1,3,4,3,8,4,1,3,3,1,0,3
589,4,3,3,6,5,3,3,3,3,3,4,1,3,5,3,8,0,1,3,3,3,0,3
1641,4,3,3,8,6,4,3,4,3,3,6,1,5,5,4,8,4,2,3,3,3,0,0
2821,3,3,3,6,5,3,3,4,4,4,6,1,3,5,3,8,0,0,0,0,3,0,0
1846,4,3,3,6,5,4,3,4,3,1,6,1,5,5,4,8,0,1,3,3,3,0,0
1805,4,3,3,6,5,4,3,4,3,3,1,1,5,5,4,6,4,2,3,3,3,0,0
1853,3,3,3,8,5,4,4,5,3,2,6,1,5,5,4,8,3,2,4,3,3,0,0
1321,4,3,3,10,9,5,5,3,3,1,1,1,4,5,4,8,4,1,4,3,3,0,0
564,3,3,3,8,8,4,4,4,4,4,5,3,4,5,4,4,4,2,3,3,3,0,3
1771,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
90,3,3,3,6,6,3,4,3,3,4,4,6,5,5,3,8,2,3,3,3,3,0,4
2684,4,3,3,5,7,3,3,3,3,1,2,1,4,5,3,8,0,1,3,3,3,0,0
13,3,3,3,6,5,3,3,4,3,1,1,1,4,5,3,8,4,3,3,3,3,0,0
445,3,3,3,8,5,4,3,4,3,1,6,0,5,5,4,8,4,2,3,3,3,0,0
1914,4,3,3,5,5,3,3,3,3,1,3,1,5,4,3,8,0,2,3,3,3,0,0
2811,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
850,2,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
1844,4,3,3,6,5,3,3,4,3,1,6,1,4,5,3,8,2,1,3,3,3,0,0
2225,3,3,3,6,6,3,3,4,3,1,4,1,5,5,3,8,4,2,3,3,3,0,0
1477,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
399,4,3,3,4,6,3,3,3,3,1,5,4,3,5,4,8,0,1,3,3,3,0,0
2431,1,3,3,5,5,4,3,4,4,3,1,1,5,5,3,8,4,3,3,3,3,0,0
1605,4,3,3,5,9,4,4,3,3,1,5,1,5,5,4,8,5,1,3,3,3,0,3
897,4,3,3,4,3,3,3,0,0,0,0,0,3,3,3,5,0,1,3,3,1,0,0
1426,4,3,3,9,5,4,3,4,3,4,6,1,5,5,5,8,4,2,4,3,3,0,0
2240,4,3,3,5,2,3,2,2,1,1,1,1,4,1,3,3,0,1,1,1,1,0,0
1706,4,3,3,8,5,4,3,5,3,1,6,1,5,5,5,8,4,3,3,3,3,0,0
2252,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
1136,4,3,3,5,5,3,3,3,3,1,6,1,5,5,4,8,0,1,3,3,3,0,0
1877,4,3,3,5,7,3,3,3,3,1,5,1,3,5,3,8,0,2,3,3,3,0,0
424,4,3,3,10,5,5,3,5,3,4,6,5,5,5,5,8,4,3,3,3,3,0,0
1182,3,3,3,6,6,3,3,4,3,1,4,1,3,5,3,8,0,1,3,3,3,0,0
2750,4,3,3,6,8,4,4,4,3,3,2,6,4,5,4,8,0,1,3,3,3,0,0
1016,3,3,3,6,5,3,3,3,3,1,1,1,4,5,3,8,3,2,3,3,3,0,0
2436,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
1607,4,3,3,5,6,3,3,3,3,1,6,1,4,5,4,8,0,1,3,3,3,0,0
2337,2,3,3,10,5,5,3,5,3,4,1,1,5,5,4,8,4,3,3,3,3,0,0
1233,3,3,3,6,5,3,3,4,3,4,6,1,4,5,3,8,4,2,3,3,3,0,0
419,4,3,3,5,5,3,3,3,3,1,4,1,3,5,3,8,0,2,3,3,3,0,2
633,3,3,3,7,6,3,3,3,3,1,4,1,4,5,3,8,4,1,3,3,3,0,0
2722,4,3,3,5,4,3,3,3,3,2,5,3,3,5,3,8,4,1,3,3,3,0,0
469,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,3,3,3,3,3,0,0
1365,4,3,3,6,6,3,3,3,3,1,3,1,3,5,3,8,4,1,3,3,3,0,3
1098,3,3,3,7,5,3,3,4,3,1,1,1,5,5,3,8,3,3,3,3,3,0,0
711,4,3,3,5,8,3,3,2,3,1,1,1,4,4,3,8,0,1,3,3,3,0,0
2808,4,3,3,6,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
1959,4,3,3,6,6,3,3,3,3,2,3,1,5,5,3,8,4,1,3,3,3,0,2
2720,4,3,3,5,5,4,4,3,3,1,5,4,5,5,4,8,4,1,3,3,3,0,0
2170,4,3,3,4,6,3,4,3,3,1,4,2,3,5,3,8,0,1,3,3,2,0,0
603,3,3,3,4,5,3,3,3,3,1,4,1,3,5,3,8,4,2,3,3,3,0,3
2113,3,3,3,6,5,4,3,4,3,1,6,1,4,5,4,8,4,2,3,3,3,0,0
1146,4,3,3,6,5,3,3,4,3,1,6,1,4,5,4,8,0,2,3,3,3,0,2
2105,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
1786,4,3,3,7,6,4,3,4,3,3,1,1,5,5,4,8,0,2,3,3,3,0,0
961,3,3,3,9,5,5,3,5,3,4,6,1,5,5,5,8,0,3,3,3,3,0,0
1405,4,3,3,7,5,3,3,3,3,1,1,1,3,5,3,8,4,1,3,3,3,0,0
1324,4,3,3,5,6,3,3,3,3,1,3,1,4,5,2,8,0,1,3,3,1,0,0
1986,4,3,3,4,4,3,3,3,3,1,5,1,4,4,2,8,0,1,3,3,3,0,0
307,4,3,2,5,5,2,3,3,3,3,1,1,3,4,2,8,0,1,3,3,1,0,0
180,4,3,3,5,7,3,4,3,3,1,4,1,5,5,4,8,4,1,3,3,3,0,0
2896,3,3,3,6,6,3,3,4,4,1,6,2,4,5,4,8,3,1,3,3,3,0,0
668,4,3,3,6,7,3,3,3,3,1,3,1,2,5,3,8,0,1,3,3,3,0,2
1582,4,3,3,6,5,4,4,4,4,3,6,3,5,5,4,8,2,1,3,3,3,0,0
2285,4,3,3,5,5,3,3,4,3,1,5,1,3,5,3,8,1,3,3,3,3,0,3
2079,4,3,3,6,7,3,3,3,4,3,5,1,3,5,4,8,4,1,3,3,3,0,3
2272,4,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
2250,4,3,3,6,5,3,4,3,3,1,5,1,3,5,3,8,0,1,3,3,3,0,0
502,4,3,2,7,5,4,3,4,3,4,6,1,5,5,4,8,3,2,3,3,3,0,0
2166,4,3,3,7,5,4,3,4,3,1,1,1,4,5,4,8,4,2,3,3,3,0,0
1622,3,3,3,6,5,3,3,4,3,1,2,1,4,5,3,8,3,3,3,3,3,0,3
1299,4,3,3,5,9,3,3,2,3,1,1,1,4,5,4,8,0,0,0,0,1,0,0
832,3,3,3,6,5,4,3,4,3,3,1,1,5,5,4,8,4,3,3,3,3,0,0
2470,4,3,3,7,5,4,3,4,4,1,1,1,5,5,4,8,4,2,3,3,3,0,0
1017,3,3,3,7,6,3,4,4,3,1,1,1,4,5,3,8,3,3,3,3,3,0,3
1384,3,3,3,5,5,3,3,3,3,2,4,1,4,5,3,8,0,2,3,3,3,0,3
1790,4,3,3,7,5,4,3,4,4,3,6,1,5,5,4,8,4,2,3,3,3,0,0
2530,4,3,3,7,6,3,3,3,3,1,4,2,4,5,3,8,0,2,3,3,3,0,0
2893,3,3,3,7,5,4,3,0,0,0,0,0,4,5,4,8,0,2,3,3,3,0,0
2027,3,3,3,7,6,3,3,3,3,1,3,1,4,4,4,8,4,1,3,3,3,0,4
683,4,3,3,5,7,3,4,3,4,1,5,4,3,5,3,8,0,1,3,3,3,0,0
823,4,3,3,8,5,4,3,4,3,3,1,1,5,5,4,8,4,2,3,3,3,0,0
2374,4,3,3,6,5,3,3,4,3,1,5,4,4,5,3,8,1,2,3,3,3,0,0
1594,4,3,3,5,6,3,3,4,3,1,6,1,4,5,3,8,0,1,3,3,3,0,0
2049,4,3,3,5,5,3,3,4,3,3,5,1,3,5,3,8,0,1,3,3,3,0,3
1813,4,3,3,7,5,3,3,4,3,1,1,1,5,5,3,8,0,1,3,3,3,0,4
365,4,3,3,7,5,3,3,4,3,1,1,1,5,5,3,8,0,2,3,3,3,0,0
176,4,3,3,4,6,3,4,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
510,4,3,3,8,5,4,3,4,3,1,1,1,5,5,5,8,4,3,3,3,3,0,0
1326,4,3,3,5,5,3,3,0,0,0,0,0,4,4,3,8,0,1,3,3,3,0,0
2423,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,3,3,3,3,3,0,0
1631,4,3,3,6,6,3,3,3,3,3,4,1,2,5,3,8,3,1,3,3,2,0,3
1263,3,3,3,7,7,3,3,3,3,1,4,1,5,5,3,8,4,2,3,3,3,0,3
1046,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
47,4,3,2,9,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
1424,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
429,3,3,3,9,5,5,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
1031,4,3,3,7,6,3,3,3,3,1,5,1,3,5,3,8,4,2,3,3,3,0,0
1635,3,3,3,8,5,4,3,4,3,4,6,1,4,5,4,8,3,2,3,3,3,0,0
309,3,3,2,8,5,4,3,5,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
1020,3,3,3,7,7,4,3,4,3,2,6,1,3,5,3,8,0,1,3,3,3,0,0
178,4,3,3,5,7,3,3,3,3,1,2,5,3,5,3,8,0,1,3,3,3,0,0
1975,4,3,3,5,7,3,4,2,2,1,1,1,5,5,3,8,0,1,3,4,3,0,4
2096,4,3,3,7,5,4,4,4,4,1,6,1,5,5,4,8,3,2,3,3,3,0,0
865,4,3,3,8,5,4,3,4,3,3,1,1,5,5,5,8,3,2,3,3,3,0,0
385,3,3,3,8,5,4,3,4,3,1,6,1,5,5,3,8,0,3,3,3,3,0,0
1362,4,3,3,6,6,3,3,3,3,1,1,1,3,5,3,7,4,1,3,3,3,0,0
1091,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
317,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
1076,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,4,3,3,3,3,0,0
1573,3,3,3,8,6,4,3,4,3,3,5,2,3,5,4,8,4,3,3,3,3,0,0
485,3,3,3,8,5,4,3,5,3,1,6,1,5,5,4,8,4,3,3,3,3,0,0
2021,4,3,3,6,5,3,3,3,3,1,1,1,3,5,3,8,4,1,3,3,3,0,0
2032,4,3,3,7,7,3,3,3,3,1,1,1,5,3,4,8,4,1,3,3,1,0,4
2604,4,3,3,3,4,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,3
1615,3,3,2,8,6,4,4,3,4,4,5,3,5,5,4,8,3,1,3,3,3,0,0
2736,3,3,3,6,7,4,4,4,3,3,1,1,3,5,4,8,4,1,4,4,3,3,4
473,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
1316,4,3,3,7,9,3,5,3,3,1,3,1,5,5,4,8,4,1,3,3,1,0,0
244,4,3,3,4,7,3,3,0,0,0,0,0,5,5,4,8,0,1,3,3,3,0,0
152,4,3,3,5,5,3,3,3,3,3,3,1,3,5,3,8,0,1,3,3,3,0,0
1588,3,3,3,8,5,4,3,5,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
2111,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
813,4,3,3,5,5,3,3,0,0,0,0,0,3,5,3,8,0,1,3,3,3,0,0
1854,2,3,3,8,5,4,3,4,3,4,2,5,5,5,4,8,4,3,3,3,3,0,0
2575,4,3,3,5,5,3,3,2,3,2,4,1,4,5,3,8,4,2,3,3,3,0,4
867,4,3,3,9,5,4,3,5,3,2,6,1,5,5,5,8,5,3,3,3,3,0,0
2879,4,3,2,4,6,3,3,3,3,1,3,1,4,5,3,8,0,1,3,3,3,0,0
1494,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
2771,3,3,3,6,5,4,3,4,3,1,1,1,5,5,4,8,3,2,3,3,3,0,0
496,3,3,3,8,5,4,3,4,3,1,6,1,5,5,5,8,3,3,3,3,3,0,0
1651,3,3,3,6,6,3,3,3,3,1,2,1,3,5,4,8,3,3,3,3,3,0,0
1913,3,3,3,6,5,3,3,3,3,3,5,1,3,5,3,8,4,2,3,3,3,0,0
2790,4,3,3,8,5,4,3,4,3,2,6,1,5,5,4,8,4,3,3,3,3,0,0
1541,3,3,3,5,5,3,3,3,3,1,3,1,5,4,3,8,3,1,3,3,3,0,3
1684,4,3,3,5,6,3,3,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,0
301,3,3,3,7,8,3,3,3,3,1,5,1,3,5,3,8,3,3,3,3,3,0,2
1569,4,3,3,5,4,3,3,0,0,0,0,0,3,5,3,8,0,1,3,3,3,0,0
2153,4,3,3,8,5,4,3,4,3,2,6,1,5,5,4,8,3,3,3,3,3,0,0
1467,3,3,3,8,5,4,3,4,3,3,1,1,5,5,4,8,3,1,3,3,3,0,0
2540,4,3,3,5,8,3,3,3,3,2,6,1,4,5,4,8,0,1,3,3,3,0,3
2368,4,3,3,6,7,3,3,3,3,1,5,1,5,5,3,8,0,1,3,3,3,0,0
874,4,3,3,7,5,3,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,4
463,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,3,2,3,3,3,0,0
784,4,3,3,4,6,3,3,3,3,1,5,1,5,4,3,8,0,2,3,3,3,0,0
2149,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
2069,4,3,3,6,5,3,3,3,3,1,3,1,3,5,4,8,3,1,3,3,3,0,0
1743,4,3,3,7,5,4,3,5,3,3,1,1,5,5,4,8,4,3,3,3,3,0,0
472,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,4,3,3,3,3,0,0
1921,4,3,3,6,6,3,3,3,3,1,3,1,4,5,3,8,0,2,3,3,3,0,0
2778,3,3,3,7,5,4,3,4,3,2,6,1,5,5,4,8,3,3,3,3,3,0,0
526,4,3,3,8,5,4,3,4,3,2,1,1,5,5,4,8,4,2,3,3,3,0,0
2795,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
478,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
2841,4,3,3,5,7,3,3,3,3,1,1,1,4,5,2,8,0,1,3,3,2,0,0
119,4,3,3,6,5,3,3,3,3,1,5,3,3,5,3,8,4,1,3,3,3,0,0
1960,4,3,3,5,7,3,3,3,3,1,4,3,3,5,3,8,0,1,3,3,3,0,0
1277,4,3,3,6,5,3,3,3,3,1,3,1,2,4,3,8,0,1,3,3,3,0,1
2466,4,3,3,6,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
2844,4,3,3,2,3,3,3,3,3,1,1,1,3,3,3,8,0,1,2,2,1,0,0
1028,3,3,3,7,7,4,3,4,3,1,5,1,5,5,4,6,4,3,3,4,3,0,3
1043,4,3,3,6,6,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
231,4,3,3,4,4,3,3,2,3,1,1,1,3,5,3,8,0,1,3,3,1,0,0
461,4,3,3,8,5,4,3,5,3,4,6,1,5,5,4,8,4,2,3,3,3,0,0
33,4,3,3,6,5,3,3,4,3,1,5,1,3,5,3,8,2,2,3,3,3,0,0
1795,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
1073,3,3,3,8,5,5,3,5,3,4,6,1,5,5,5,8,4,2,3,3,3,0,0
1576,3,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
2044,4,3,3,4,1,2,2,3,2,1,1,1,2,5,3,1,0,1,3,2,1,0,0
185,4,3,3,5,6,3,4,2,3,1,2,1,3,5,3,8,0,1,3,3,3,0,0
1828,3,3,3,7,5,4,3,4,3,1,6,1,4,5,4,8,3,2,3,3,3,0,0
344,4,3,3,8,7,4,3,4,3,4,6,1,4,5,5,8,3,3,3,3,3,0,3
2152,4,3,3,8,5,4,3,4,3,4,4,6,5,5,4,8,3,3,3,3,3,0,0
1752,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,3,3,3,3,3,0,0
2637,4,3,3,4,4,3,3,3,3,1,1,1,2,5,3,8,0,1,3,3,3,0,0
1000,4,3,3,8,5,4,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
727,4,3,3,4,5,3,3,3,3,1,3,1,3,4,3,8,0,0,0,0,1,0,2
2612,3,3,3,5,5,3,3,3,3,1,3,2,3,5,3,8,0,1,3,3,3,0,0
2422,4,3,3,8,5,4,3,4,3,4,1,1,5,5,4,8,3,3,3,3,3,0,0
752,4,3,3,7,8,3,4,3,3,1,1,1,2,5,3,6,0,1,3,3,1,0,0
15,3,3,3,8,5,4,3,4,3,3,6,4,3,5,4,8,0,2,3,3,3,0,0
2319,3,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
2681,4,3,3,5,6,3,3,3,3,1,1,1,5,5,3,8,4,1,3,3,3,0,0
1006,4,3,3,6,5,3,3,4,3,1,6,1,4,5,3,8,3,3,3,3,3,0,0
2596,4,3,3,3,8,3,4,3,3,1,1,1,5,5,4,8,0,1,2,2,1,0,0
2002,4,3,3,7,8,3,4,3,3,1,1,1,5,5,3,8,0,1,3,3,2,0,0
55,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,4,3,3,3,3,0,0
2104,3,3,3,8,5,4,3,5,3,1,1,1,5,5,5,8,4,3,3,3,3,0,0
1682,4,3,3,6,6,3,3,4,3,1,5,1,3,5,4,8,3,1,3,3,3,0,0
977,3,3,2,5,5,3,3,3,3,1,4,1,5,5,3,8,1,1,3,3,3,0,0
2548,4,3,3,5,6,3,3,3,3,1,5,1,4,5,3,8,1,3,3,3,3,0,0
340,4,3,2,8,5,4,4,4,4,4,6,2,5,5,4,8,3,1,3,3,3,0,2
1487,4,3,3,5,7,3,3,3,3,1,5,1,4,5,3,8,0,0,0,0,1,0,4
1423,3,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,3,3,3,3,3,0,0
1342,3,3,3,4,7,3,3,0,0,0,0,0,3,4,3,8,0,1,3,3,3,0,3
1949,4,3,3,4,7,3,3,3,3,2,5,2,5,5,3,5,0,1,3,3,3,0,0
2444,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,5,3,3,3,3,0,0
345,3,3,3,6,5,3,3,4,3,1,5,1,5,5,3,8,3,3,3,3,3,0,0
650,4,3,3,5,5,3,3,0,0,0,0,0,3,4,3,8,0,3,3,3,3,0,3
192,4,3,3,5,6,3,4,3,3,1,3,1,5,5,3,8,0,1,3,3,3,0,3
1945,3,3,3,5,6,3,3,3,2,1,2,1,5,5,3,8,4,1,3,3,3,0,2
2277,3,3,3,8,5,4,3,4,4,4,1,1,5,5,4,8,4,3,3,3,3,0,0
1266,2,3,2,7,7,3,3,4,3,4,6,1,5,5,4,8,4,2,3,3,3,0,0
674,3,3,3,6,5,3,3,3,3,1,4,1,5,4,3,8,4,1,3,3,3,0,0
2823,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
2772,3,3,3,7,5,3,3,4,3,2,6,1,5,5,3,8,0,2,3,3,3,0,0
2015,4,3,3,5,8,3,4,3,3,1,3,1,5,5,3,8,0,1,3,3,3,0,3
2642,4,3,3,7,7,3,3,3,3,1,3,1,4,5,3,8,0,3,3,3,3,0,0
144,4,3,3,6,6,3,3,3,3,1,1,1,3,5,3,8,0,2,3,3,3,0,0
1712,4,3,3,8,5,4,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
1708,3,3,3,8,5,4,3,4,3,3,1,1,5,5,5,8,5,2,3,3,3,0,0
2890,4,3,3,6,6,3,3,3,3,3,6,1,3,5,3,8,0,1,3,3,3,0,0
1157,4,3,3,5,4,3,4,4,3,1,2,5,3,5,3,8,4,1,3,3,3,0,4
2550,4,3,3,5,7,3,3,3,3,1,3,4,3,4,5,8,0,2,3,3,3,0,1
1104,3,3,3,7,5,4,3,5,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
2183,4,3,3,6,5,3,3,4,3,4,6,1,5,5,4,8,0,3,3,3,3,0,0
2887,4,3,3,6,5,3,3,3,3,2,1,1,3,5,3,8,0,1,3,3,3,0,0
29,3,3,3,7,5,4,3,4,3,1,6,4,5,5,4,8,2,3,3,3,3,0,0
108,3,3,3,8,6,4,3,4,3,4,6,1,3,5,4,8,3,3,3,3,3,0,0
2286,4,3,3,4,4,3,3,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,0
1533,3,3,2,6,7,3,3,3,3,1,2,1,2,4,3,8,4,1,3,3,3,0,0
376,4,3,3,6,6,3,3,3,3,1,2,1,3,5,3,8,3,2,3,3,3,0,0
800,3,3,3,7,6,4,3,4,3,1,6,5,4,5,4,8,0,1,3,3,3,0,0
1395,4,3,3,5,8,3,3,3,3,1,1,1,5,5,3,8,0,1,3,3,1,0,4
388,3,3,3,5,7,3,3,4,3,3,5,2,3,5,3,8,2,2,3,3,3,0,0
1689,4,3,3,8,5,4,3,5,3,1,6,1,5,5,5,8,4,2,3,3,3,0,0
716,4,3,3,5,5,3,3,3,3,1,1,1,3,4,3,8,0,1,2,1,1,0,3
2737,4,3,3,6,7,3,3,3,3,1,1,1,5,5,3,8,4,1,3,3,2,0,0
120,3,3,3,4,5,3,3,3,3,1,5,1,2,5,3,8,0,0,0,0,3,0,0
1230,3,3,3,6,5,3,3,3,3,1,5,3,3,5,3,8,3,1,3,3,3,0,0
2047,4,3,3,5,6,3,3,3,3,1,5,1,2,3,3,8,0,1,3,3,2,0,0
1293,4,3,3,7,5,3,3,4,3,1,1,1,5,5,4,5,0,1,3,3,1,0,0
1915,4,3,3,5,5,3,3,3,3,1,4,1,3,4,3,8,0,1,3,3,3,0,2
1968,4,3,3,5,4,3,3,3,3,1,1,1,5,5,3,8,0,0,0,0,3,0,0
1766,3,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,3,3,3,3,3,0,0
268,2,3,3,7,5,3,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
729,4,3,3,5,6,3,3,3,3,4,6,1,5,5,4,8,3,2,3,3,3,0,0
902,3,3,3,4,3,3,3,3,3,1,1,1,5,4,3,8,0,1,3,3,3,0,3
993,3,3,3,6,5,3,3,3,3,1,4,1,5,5,3,8,3,3,3,3,3,0,0
766,3,3,1,1,1,2,2,2,1,4,4,1,4,4,2,4,0,0,0,0,3,0,0
903,4,3,3,6,8,3,3,3,2,2,1,1,4,5,4,8,0,1,3,3,3,0,4
1221,3,3,3,3,6,4,3,3,3,1,1,1,4,5,3,3,0,0,0,0,1,0,0
1719,3,3,3,6,5,4,3,4,3,3,5,1,5,5,4,8,4,2,3,3,3,0,0
1521,4,3,3,5,6,3,3,3,3,3,1,1,3,4,3,8,0,0,0,0,1,0,0
2707,4,3,3,4,5,3,3,0,0,0,0,0,3,5,3,8,0,1,3,3,3,0,0
987,4,3,3,5,5,3,3,4,3,1,5,1,3,5,3,8,0,1,3,3,3,0,0
2558,3,3,3,5,8,3,3,2,3,1,1,1,4,5,3,8,0,1,3,3,3,0,3
1778,3,3,3,9,5,5,3,5,4,1,1,1,5,5,5,8,4,3,3,3,3,0,0
2601,4,3,3,5,6,3,3,3,3,1,3,1,5,5,3,8,4,1,3,3,3,0,0
74,4,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,0,2,3,3,3,0,0
2190,4,3,2,4,5,3,3,3,3,1,2,1,5,5,3,8,0,1,3,3,3,0,0
701,4,3,3,4,6,2,3,2,1,1,1,1,4,5,2,8,0,0,0,0,1,0,0
2556,3,3,3,4,7,3,3,4,3,1,1,1,3,4,2,8,0,0,0,0,3,0,0
2293,4,3,3,5,5,3,3,4,3,3,6,1,3,5,4,8,2,3,3,3,3,0,3
787,3,3,3,3,5,3,3,0,0,0,0,0,5,4,3,6,4,1,3,3,3,0,0
595,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
66,3,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,5,3,3,3,3,0,0
846,4,3,3,6,5,3,3,4,3,1,6,1,5,5,3,8,3,2,3,3,3,0,0
594,4,3,3,5,6,3,3,3,3,1,4,1,3,5,3,8,0,3,3,3,3,0,4
792,4,3,3,6,7,3,3,3,3,1,4,1,5,5,4,8,4,1,3,3,3,0,0
1200,3,3,3,8,9,5,4,3,4,1,6,5,5,5,4,8,3,3,3,3,3,0,0
768,4,3,3,5,3,3,3,3,3,1,1,1,3,4,3,8,0,1,1,1,1,0,0
174,4,3,2,5,7,3,3,3,3,2,4,3,4,5,4,8,0,1,3,3,3,0,0
1889,3,3,3,5,7,3,4,3,3,1,5,1,5,5,3,8,2,3,3,3,3,0,4
1023,3,3,3,6,7,3,4,4,4,1,5,1,3,5,3,8,3,3,3,3,3,0,0
363,3,3,3,6,6,3,3,4,3,1,6,1,4,5,4,8,0,2,3,3,3,0,0
1401,3,3,3,7,6,3,3,4,3,4,6,1,3,5,3,8,4,3,3,3,3,0,0
1978,4,3,3,5,5,3,3,4,3,4,6,1,3,5,3,8,0,1,3,3,3,0,0
2097,4,3,3,7,5,4,3,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,0
2840,3,3,3,4,4,3,3,3,3,1,3,1,5,5,3,7,4,1,3,3,3,0,3
862,4,3,3,5,7,3,3,4,3,3,6,1,3,5,3,8,0,1,3,3,3,0,3
507,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
1262,3,3,3,5,6,3,3,3,3,1,3,1,3,5,3,8,2,3,3,3,3,0,2
1228,4,3,3,5,5,3,3,3,3,1,2,1,5,5,3,8,0,2,3,3,3,0,3
1288,4,3,3,5,5,3,3,3,2,1,1,1,2,5,3,8,0,1,2,3,3,0,0
1243,3,3,3,6,5,3,3,3,3,1,3,1,3,4,3,8,4,2,3,3,3,0,0
1850,3,3,3,7,5,4,3,4,3,1,4,1,5,5,4,8,3,2,3,3,3,0,0
1589,3,3,3,7,5,3,4,4,4,4,6,1,5,5,3,8,0,3,3,3,3,0,0
1658,3,3,3,5,6,3,3,4,3,3,5,1,4,5,3,8,3,1,3,3,3,0,0
446,3,3,3,7,5,4,3,4,3,1,5,1,5,5,4,8,4,3,3,3,3,0,0
1097,3,3,3,7,5,4,3,4,3,1,6,1,5,5,3,8,3,3,3,3,3,0,0
2329,3,3,2,8,5,4,3,4,3,4,6,1,3,5,4,8,3,2,3,3,3,0,0
1909,4,3,3,5,5,3,3,3,3,1,3,4,3,5,3,8,4,1,3,3,3,0,0
